Código do Reservatório,Reservatório,Cota (m),Volume Útil (hm³),Volume Útil (%),Afluência (m³/s),Defluência (m³/s),Data da Medição
29003,ATIBAINHA,78310,2252,2340,2433,300,29/01/2022
29003,ATIBAINHA,78321,2461,2557,2626,140,30/01/2022
29003,ATIBAINHA,78333,2690,2795,2676,60,31/01/2022
29003,ATIBAINHA,78344,2901,3014,2408,50,01/02/2022
29003,ATIBAINHA,78350,3016,3133,1294,50,02/02/2022
29003,ATIBAINHA,78357,3151,3274,1619,50,03/02/2022
29003,ATIBAINHA,78362,3248,3374,1620,50,04/02/2022
29003,ATIBAINHA,78357,3151,3274,688,50,05/02/2022
29003,ATIBAINHA,78354,3093,3214,669,50,06/02/2022
29003,ATIBAINHA,78361,3228,3354,2932,50,07/02/2022
29003,ATIBAINHA,78366,3325,3455,1878,50,08/02/2022
29003,ATIBAINHA,78366,3325,3455,1089,50,09/02/2022
29003,ATIBAINHA,78362,3248,3374,696,50,10/02/2022
29003,ATIBAINHA,78357,3151,3274,582,50,11/02/2022
29003,ATIBAINHA,78351,3035,3153,206,58,12/02/2022
29003,ATIBAINHA,78345,2920,3034,386,150,13/02/2022
29003,ATIBAINHA,78338,2786,2894,471,150,14/02/2022
29003,ATIBAINHA,78338,2786,2894,422,163,15/02/2022
29003,ATIBAINHA,78339,2805,2914,490,300,16/02/2022
29003,ATIBAINHA,78341,2843,2954,364,300,17/02/2022
29003,ATIBAINHA,78346,2939,3054,688,300,18/02/2022
29003,ATIBAINHA,78346,2939,3054,311,300,19/02/2022
29003,ATIBAINHA,78347,2958,3074,564,300,20/02/2022
29003,ATIBAINHA,78349,2997,3113,352,300,21/02/2022
29003,ATIBAINHA,78351,3035,3153,442,300,22/02/2022
29003,ATIBAINHA,78350,3016,3133,283,300,23/02/2022
29003,ATIBAINHA,78349,2997,3113,303,300,24/02/2022
29003,ATIBAINHA,78348,2978,3093,327,300,25/02/2022
29003,ATIBAINHA,78348,2978,3093,316,300,26/02/2022
29003,ATIBAINHA,78347,2958,3074,329,300,27/02/2022
29003,ATIBAINHA,78346,2939,3054,294,300,28/02/2022
29003,ATIBAINHA,78346,2939,3054,328,300,01/03/2022
29003,ATIBAINHA,78347,2958,3074,570,300,02/03/2022
29003,ATIBAINHA,78345,2920,3034,175,300,03/03/2022
29003,ATIBAINHA,78343,2881,2994,341,300,04/03/2022
29003,ATIBAINHA,78343,2881,2994,800,300,05/03/2022
29003,ATIBAINHA,78340,2824,2934,152,300,06/03/2022
29003,ATIBAINHA,78340,2824,2934,265,300,07/03/2022
29003,ATIBAINHA,78339,2805,2914,291,300,08/03/2022
29003,ATIBAINHA,78340,2824,2934,360,300,09/03/2022
29003,ATIBAINHA,78338,2786,2894,397,300,10/03/2022
29003,ATIBAINHA,78338,2786,2894,497,300,11/03/2022
29003,ATIBAINHA,78341,2843,2954,727,300,12/03/2022
29003,ATIBAINHA,78343,2881,2994,745,300,13/03/2022
29003,ATIBAINHA,78344,2901,3014,583,300,14/03/2022
29003,ATIBAINHA,78347,2958,3074,642,176,15/03/2022
29003,ATIBAINHA,78353,3074,3194,1019,100,16/03/2022
29003,ATIBAINHA,78358,3170,3294,967,68,17/03/2022
29003,ATIBAINHA,78360,3209,3334,662,50,18/03/2022
29003,ATIBAINHA,78363,3267,3394,479,50,19/03/2022
29003,ATIBAINHA,78363,3267,3394,426,50,20/03/2022
29003,ATIBAINHA,78366,3325,3455,549,50,21/03/2022
29003,ATIBAINHA,78365,3306,3434,74,72,22/03/2022
29003,ATIBAINHA,78362,3248,3374,179,300,23/03/2022
29003,ATIBAINHA,78361,3228,3354,438,300,24/03/2022
29003,ATIBAINHA,78361,3228,3354,326,300,25/03/2022
29003,ATIBAINHA,78358,3170,3294,265,300,26/03/2022
29003,ATIBAINHA,78359,3190,3314,578,300,27/03/2022
29003,ATIBAINHA,78358,3170,3294,459,300,28/03/2022
29003,ATIBAINHA,78356,3132,3254,233,300,29/03/2022
29003,ATIBAINHA,78355,3112,3234,349,300,30/03/2022
29003,ATIBAINHA,78355,3112,3234,319,300,31/03/2022
29003,ATIBAINHA,78353,3074,3194,237,300,01/04/2022
29003,ATIBAINHA,78351,3035,3153,229,300,02/04/2022
29003,ATIBAINHA,78349,2997,3113,223,300,03/04/2022
29003,ATIBAINHA,78350,3016,3133,443,300,04/04/2022
29003,ATIBAINHA,78349,2997,3113,278,300,05/04/2022
29003,ATIBAINHA,78347,2958,3074,386,300,06/04/2022
29003,ATIBAINHA,78345,2920,3034,5,300,07/04/2022
29003,ATIBAINHA,78344,2901,3014,330,300,08/04/2022
29003,ATIBAINHA,78345,2920,3034,840,300,09/04/2022
29003,ATIBAINHA,78344,2901,3014,336,300,10/04/2022
29003,ATIBAINHA,78341,2843,2954,77,300,11/04/2022
29003,ATIBAINHA,78339,2805,2914,338,300,12/04/2022
29003,ATIBAINHA,78339,2805,2914,359,300,13/04/2022
29003,ATIBAINHA,78339,2805,2914,267,300,14/04/2022
29003,ATIBAINHA,78336,2747,2854,118,308,15/04/2022
29003,ATIBAINHA,78333,2690,2795,191,400,16/04/2022
29003,ATIBAINHA,78331,2652,2755,260,400,17/04/2022
29003,ATIBAINHA,78330,2633,2735,207,404,18/04/2022
29003,ATIBAINHA,78332,2671,2775,166,450,19/04/2022
29003,ATIBAINHA,78332,2671,2775,157,450,20/04/2022
29003,ATIBAINHA,78332,2671,2775,231,450,21/04/2022
29003,ATIBAINHA,78331,2652,2755,142,450,22/04/2022
29003,ATIBAINHA,78330,2633,2735,252,450,23/04/2022
29003,ATIBAINHA,78330,2633,2735,37,450,24/04/2022
29003,ATIBAINHA,78331,2652,2755,261,450,25/04/2022
29003,ATIBAINHA,78330,2633,2735,174,450,26/04/2022
29003,ATIBAINHA,78329,2613,2715,182,450,27/04/2022
29003,ATIBAINHA,78329,2613,2715,163,454,28/04/2022
29003,ATIBAINHA,78328,2594,2695,247,500,29/04/2022
29003,ATIBAINHA,78329,2613,2715,434,500,30/04/2022
29003,ATIBAINHA,78330,2633,2735,178,500,01/05/2022
29003,ATIBAINHA,78331,2652,2755,390,500,02/05/2022
29003,ATIBAINHA,78331,2652,2755,195,500,03/05/2022
29003,ATIBAINHA,78331,2652,2755,254,471,04/05/2022
29003,ATIBAINHA,78331,2652,2755,238,500,05/05/2022
29003,ATIBAINHA,78332,2671,2775,326,500,06/05/2022
29003,ATIBAINHA,78334,2709,2815,317,500,07/05/2022
29003,ATIBAINHA,78335,2728,2834,123,500,08/05/2022
29003,ATIBAINHA,78336,2747,2854,118,500,09/05/2022
29003,ATIBAINHA,78336,2747,2854,109,500,10/05/2022
29003,ATIBAINHA,78335,2728,2834,70,500,11/05/2022
29003,ATIBAINHA,78335,2728,2834,257,500,12/05/2022
29003,ATIBAINHA,78335,2728,2834,201,500,13/05/2022
29003,ATIBAINHA,78335,2728,2834,203,500,14/05/2022
29003,ATIBAINHA,78335,2728,2834,108,500,15/05/2022
29003,ATIBAINHA,78338,2786,2894,363,500,16/05/2022
29003,ATIBAINHA,78338,2776,2884,71,500,17/05/2022
29003,ATIBAINHA,78336,2747,2854,76,500,18/05/2022
29003,ATIBAINHA,78335,2738,2844,58,500,19/05/2022
29003,ATIBAINHA,78334,2717,2822,26,500,20/05/2022
29003,ATIBAINHA,78334,2709,2815,90,500,21/05/2022
29003,ATIBAINHA,78333,2698,2803,58,500,22/05/2022
29003,ATIBAINHA,78333,2690,2795,110,500,23/05/2022
29003,ATIBAINHA,78332,2671,2775,85,500,24/05/2022
29003,ATIBAINHA,78330,2638,2741,71,500,25/05/2022
29003,ATIBAINHA,78328,2594,2695,13,500,26/05/2022
29003,ATIBAINHA,78327,2575,2676,109,500,27/05/2022
29003,ATIBAINHA,78327,2575,2676,241,500,28/05/2022
29003,ATIBAINHA,78326,2556,2656,24,500,29/05/2022
29003,ATIBAINHA,78325,2537,2636,53,500,30/05/2022
29003,ATIBAINHA,78330,2633,2735,899,500,31/05/2022
29003,ATIBAINHA,78335,2728,2834,829,461,01/06/2022
29003,ATIBAINHA,78338,2786,2894,538,344,02/06/2022
29003,ATIBAINHA,78339,2805,2914,213,265,03/06/2022
29003,ATIBAINHA,78339,2805,2914,21,250,04/06/2022
29003,ATIBAINHA,78339,2805,2914,24,250,05/06/2022
29003,ATIBAINHA,78340,2824,2934,150,250,06/06/2022
29003,ATIBAINHA,78341,2843,2954,101,258,07/06/2022
29003,ATIBAINHA,78343,2881,2994,245,350,08/06/2022
29003,ATIBAINHA,78342,2862,2974,142,350,09/06/2022
29003,ATIBAINHA,78343,2881,2994,444,350,10/06/2022
29003,ATIBAINHA,78345,2920,3034,469,350,11/06/2022
29003,ATIBAINHA,78343,2889,3002,65,350,12/06/2022
29003,ATIBAINHA,78342,2862,2974,33,350,13/06/2022
29003,ATIBAINHA,78343,2881,2994,299,350,14/06/2022
29003,ATIBAINHA,78342,2862,2974,151,311,15/06/2022
29003,ATIBAINHA,78341,2843,2954,55,300,16/06/2022
29003,ATIBAINHA,78340,2824,2934,57,300,17/06/2022
29003,ATIBAINHA,78339,2805,2914,57,300,18/06/2022
29003,ATIBAINHA,78339,2805,2914,266,300,19/06/2022
29003,ATIBAINHA,78338,2786,2894,146,300,20/06/2022
29003,ATIBAINHA,78338,2786,2894,269,300,21/06/2022
29003,ATIBAINHA,78338,2786,2894,282,308,22/06/2022
29003,ATIBAINHA,78337,2766,2874,158,400,23/06/2022
29003,ATIBAINHA,78336,2747,2854,173,400,24/06/2022
29003,ATIBAINHA,78334,2719,2824,87,408,25/06/2022
29003,ATIBAINHA,78333,2680,2785,91,500,26/06/2022
29003,ATIBAINHA,78330,2642,2745,32,500,27/06/2022
29003,ATIBAINHA,78330,2633,2735,93,500,28/06/2022
29003,ATIBAINHA,78330,2633,2735,133,471,29/06/2022
29003,ATIBAINHA,78329,2613,2715,169,450,30/06/2022
29003,ATIBAINHA,78327,2575,2676,66,450,01/07/2022
29003,ATIBAINHA,78324,2522,2620,38,450,02/07/2022
29003,ATIBAINHA,78322,2480,2577,72,450,03/07/2022
29003,ATIBAINHA,78322,2480,2577,142,450,04/07/2022
29003,ATIBAINHA,78321,2461,2557,23,450,05/07/2022
29003,ATIBAINHA,78320,2442,2537,175,450,06/07/2022
29003,ATIBAINHA,78318,2402,2496,44,450,07/07/2022
29003,ATIBAINHA,78316,2366,2458,42,450,08/07/2022
29003,ATIBAINHA,78314,2328,2419,41,450,09/07/2022
29003,ATIBAINHA,78314,2328,2419,99,450,10/07/2022
29003,ATIBAINHA,78314,2328,2419,60,450,11/07/2022
29003,ATIBAINHA,78314,2328,2419,165,450,12/07/2022
29003,ATIBAINHA,78313,2309,2399,87,450,13/07/2022
29003,ATIBAINHA,78312,2290,2379,91,450,14/07/2022
29003,ATIBAINHA,78310,2252,2340,26,450,15/07/2022
29003,ATIBAINHA,78309,2233,2320,109,450,16/07/2022
29003,ATIBAINHA,78307,2201,2287,28,450,17/07/2022
29003,ATIBAINHA,78307,2195,2281,90,450,18/07/2022
29003,ATIBAINHA,78311,2271,2360,286,450,19/07/2022
29003,ATIBAINHA,78312,2290,2379,150,450,20/07/2022
29003,ATIBAINHA,78311,2271,2360,53,450,21/07/2022
29003,ATIBAINHA,78312,2290,2379,151,450,22/07/2022
29003,ATIBAINHA,78314,2328,2419,122,450,23/07/2022
29003,ATIBAINHA,78316,2366,2458,127,450,24/07/2022
29003,ATIBAINHA,78318,2404,2498,128,450,25/07/2022
29003,ATIBAINHA,78317,2385,2478,64,454,26/07/2022
29003,ATIBAINHA,78315,2347,2438,96,500,27/07/2022
29003,ATIBAINHA,78313,2309,2399,81,500,28/07/2022
29003,ATIBAINHA,78312,2290,2379,61,500,29/07/2022
29003,ATIBAINHA,78313,2309,2399,293,500,30/07/2022
29003,ATIBAINHA,78313,2309,2399,228,500,31/07/2022
29003,ATIBAINHA,78311,2271,2360,31,500,01/08/2022
29003,ATIBAINHA,78310,2252,2340,246,500,02/08/2022
29003,ATIBAINHA,78308,2214,2301,27,500,03/08/2022
29003,ATIBAINHA,78307,2195,2281,8,500,04/08/2022
29003,ATIBAINHA,78308,2214,2301,102,500,05/08/2022
29003,ATIBAINHA,78310,2252,2340,355,500,06/08/2022
29003,ATIBAINHA,78308,2214,2301,15,500,07/08/2022
29003,ATIBAINHA,78311,2271,2360,492,500,08/08/2022
29003,ATIBAINHA,78313,2309,2399,206,385,09/08/2022
29003,ATIBAINHA,78314,2328,2419,512,385,10/08/2022
29003,ATIBAINHA,78315,2347,2438,324,309,11/08/2022
29003,ATIBAINHA,78315,2347,2438,323,300,12/08/2022
29003,ATIBAINHA,78313,2309,2399,69,300,13/08/2022
29003,ATIBAINHA,78311,2271,2360,91,300,14/08/2022
29003,ATIBAINHA,78311,2271,2360,161,300,15/08/2022
29003,ATIBAINHA,78310,2250,2338,111,308,16/08/2022
29003,ATIBAINHA,78309,2233,2320,159,400,17/08/2022
29003,ATIBAINHA,78311,2271,2360,153,400,18/08/2022
29003,ATIBAINHA,78311,2271,2360,71,408,19/08/2022
29003,ATIBAINHA,78309,2233,2320,122,500,20/08/2022
29003,ATIBAINHA,78312,2290,2379,233,500,21/08/2022
29003,ATIBAINHA,78310,2250,2338,145,500,22/08/2022
29003,ATIBAINHA,78308,2205,2291,79,500,23/08/2022
29003,ATIBAINHA,78307,2195,2281,29,500,24/08/2022
29003,ATIBAINHA,78305,2156,2240,61,500,25/08/2022
29003,ATIBAINHA,78303,2118,2200,84,500,26/08/2022
29003,ATIBAINHA,78301,2073,2153,106,500,27/08/2022
29003,ATIBAINHA,78297,2009,2087,27,500,28/08/2022
29003,ATIBAINHA,78295,1969,2046,94,500,29/08/2022
29003,ATIBAINHA,78294,1950,2026,93,500,30/08/2022
29003,ATIBAINHA,78293,1931,2007,183,500,31/08/2022
29003,ATIBAINHA,78290,1875,1948,39,500,01/09/2022
29003,ATIBAINHA,78290,1875,1948,46,500,02/09/2022
29003,ATIBAINHA,78292,1913,1987,86,500,03/09/2022
29003,ATIBAINHA,78294,1950,2026,276,500,04/09/2022
29003,ATIBAINHA,78297,2007,2085,93,500,05/09/2022
29003,ATIBAINHA,78300,2063,2144,134,500,06/09/2022
29003,ATIBAINHA,78301,2082,2163,88,500,07/09/2022
29003,ATIBAINHA,78304,2139,2222,194,409,08/09/2022
29003,ATIBAINHA,78307,2195,2281,110,400,09/09/2022
29003,ATIBAINHA,78307,2195,2281,78,400,10/09/2022
29003,ATIBAINHA,78308,2214,2301,183,400,11/09/2022
29003,ATIBAINHA,78310,2252,2340,154,400,12/09/2022
29003,ATIBAINHA,78313,2309,2399,75,400,13/09/2022
29003,ATIBAINHA,78317,2385,2478,277,400,14/09/2022
29003,ATIBAINHA,78319,2423,2517,279,400,15/09/2022
29003,ATIBAINHA,78323,2499,2596,386,357,16/09/2022
29003,ATIBAINHA,78325,2537,2636,269,350,17/09/2022
29003,ATIBAINHA,78324,2518,2616,165,350,18/09/2022
29003,ATIBAINHA,78323,2499,2596,166,350,19/09/2022
29003,ATIBAINHA,78322,2480,2577,118,350,20/09/2022
29003,ATIBAINHA,78321,2461,2557,65,350,21/09/2022
29003,ATIBAINHA,78322,2480,2577,251,350,22/09/2022
29003,ATIBAINHA,78320,2442,2537,207,350,23/09/2022
29003,ATIBAINHA,78314,2328,2419,161,350,24/09/2022
29003,ATIBAINHA,78306,2184,2269,26,350,25/09/2022
29003,ATIBAINHA,78300,2071,2151,171,350,26/09/2022
29003,ATIBAINHA,78300,2063,2144,558,321,27/09/2022
29003,ATIBAINHA,78304,2139,2222,1237,300,28/09/2022
29003,ATIBAINHA,78313,2309,2399,1988,176,29/09/2022
29003,ATIBAINHA,78313,2309,2399,835,150,30/09/2022
29003,ATIBAINHA,78311,2271,2360,545,129,01/10/2022
29003,ATIBAINHA,78310,2252,2340,471,100,02/10/2022
29003,ATIBAINHA,78307,2195,2281,403,100,03/10/2022
29003,ATIBAINHA,78302,2092,2173,155,100,04/10/2022
29003,ATIBAINHA,78296,1978,2055,59,116,05/10/2022
29003,ATIBAINHA,78294,1950,2026,153,308,06/10/2022
29003,ATIBAINHA,78292,1913,1987,778,400,07/10/2022
29003,ATIBAINHA,78287,1819,1890,318,400,08/10/2022
29003,ATIBAINHA,78281,1706,1773,94,400,09/10/2022
29003,ATIBAINHA,78277,1632,1695,296,400,10/10/2022
29003,ATIBAINHA,78281,1706,1773,353,314,11/10/2022
29003,ATIBAINHA,78284,1762,1831,332,300,12/10/2022
29003,ATIBAINHA,78285,1781,1851,330,300,13/10/2022
29003,ATIBAINHA,78285,1791,1860,124,300,14/10/2022
29003,ATIBAINHA,78288,1837,1909,293,300,15/10/2022
29003,ATIBAINHA,78290,1868,1940,90,300,16/10/2022
29003,ATIBAINHA,78292,1907,1981,46,300,17/10/2022
29003,ATIBAINHA,78293,1931,2007,24,300,18/10/2022
29003,ATIBAINHA,78292,1913,1987,216,300,19/10/2022
29003,ATIBAINHA,78292,1913,1987,32,300,20/10/2022
29003,ATIBAINHA,78295,1969,2046,350,300,21/10/2022
29003,ATIBAINHA,78298,2026,2104,271,300,22/10/2022
29003,ATIBAINHA,78297,2016,2095,113,300,23/10/2022
29003,ATIBAINHA,78297,2005,2083,57,300,24/10/2022
29003,ATIBAINHA,78296,1984,2061,27,300,25/10/2022
29003,ATIBAINHA,78295,1977,2054,11,300,26/10/2022
29003,ATIBAINHA,78297,2007,2085,154,304,27/10/2022
29003,ATIBAINHA,78298,2026,2104,92,350,28/10/2022
29003,ATIBAINHA,78296,1988,2065,96,350,29/10/2022
29003,ATIBAINHA,78297,2007,2085,718,350,30/10/2022
29003,ATIBAINHA,78299,2044,2124,555,259,31/10/2022
29003,ATIBAINHA,78310,2252,2340,1391,162,01/11/2022
29003,ATIBAINHA,78310,2252,2340,361,150,02/11/2022
29003,ATIBAINHA,78310,2252,2340,480,150,03/11/2022
29003,ATIBAINHA,78308,2214,2301,595,150,04/11/2022
29003,ATIBAINHA,78303,2118,2200,44,158,05/11/2022
29003,ATIBAINHA,78297,2007,2085,69,250,06/11/2022
29003,ATIBAINHA,78291,1888,1962,85,250,07/11/2022
29003,ATIBAINHA,78282,1733,1800,41,386,08/11/2022
29003,ATIBAINHA,78280,1695,1761,69,450,09/11/2022
29003,ATIBAINHA,78281,1706,1773,273,450,10/11/2022
29003,ATIBAINHA,78280,1688,1753,41,450,11/11/2022
29003,ATIBAINHA,78285,1781,1851,1094,450,12/11/2022
29003,ATIBAINHA,78286,1800,1870,194,363,13/11/2022
29003,ATIBAINHA,78287,1819,1890,149,350,14/11/2022
29003,ATIBAINHA,78289,1856,1929,738,350,15/11/2022
29003,ATIBAINHA,78288,1837,1909,138,350,16/11/2022
29003,ATIBAINHA,78284,1762,1831,135,350,17/11/2022
29003,ATIBAINHA,78282,1725,1792,160,350,18/11/2022
29003,ATIBAINHA,78279,1669,1734,80,350,19/11/2022
29003,ATIBAINHA,78277,1632,1695,174,350,20/11/2022
29003,ATIBAINHA,78276,1613,1676,149,350,21/11/2022
29003,ATIBAINHA,78275,1598,1660,49,350,22/11/2022
29003,ATIBAINHA,78274,1576,1637,172,350,23/11/2022
29003,ATIBAINHA,78281,1706,1773,1595,260,24/11/2022
29003,ATIBAINHA,78287,1819,1890,722,151,25/11/2022
29003,ATIBAINHA,78289,1856,1929,350,105,26/11/2022
29003,ATIBAINHA,78289,1856,1929,156,100,27/11/2022
29003,ATIBAINHA,78292,1913,1987,490,100,28/11/2022
29003,ATIBAINHA,78301,2082,2163,744,100,29/11/2022
29003,ATIBAINHA,78302,2101,2183,635,79,30/11/2022
29003,ATIBAINHA,78308,2214,2301,576,50,01/12/2022
29003,ATIBAINHA,78307,2195,2281,495,50,02/12/2022
29003,ATIBAINHA,78303,2120,2202,134,50,03/12/2022
29003,ATIBAINHA,78301,2082,2163,21,50,04/12/2022
29003,ATIBAINHA,78301,2082,2163,497,50,05/12/2022
29003,ATIBAINHA,78301,2082,2163,485,50,06/12/2022
29003,ATIBAINHA,78310,2252,2340,1555,50,07/12/2022
29003,ATIBAINHA,78320,2442,2537,1867,50,08/12/2022
29003,ATIBAINHA,78317,2385,2478,845,50,09/12/2022
29003,ATIBAINHA,78313,2307,2397,234,50,10/12/2022
29003,ATIBAINHA,78308,2212,2299,191,50,11/12/2022
29003,ATIBAINHA,78305,2158,2242,145,50,12/12/2022
29003,ATIBAINHA,78301,2082,2163,169,50,13/12/2022
29003,ATIBAINHA,78307,2195,2281,1610,50,14/12/2022
29003,ATIBAINHA,78303,2120,2202,254,50,15/12/2022
29003,ATIBAINHA,78299,2044,2124,152,50,16/12/2022
29003,ATIBAINHA,78295,1969,2046,159,50,17/12/2022
29003,ATIBAINHA,78289,1864,1936,107,28,18/12/2022
29003,ATIBAINHA,78285,1781,1851,128,25,19/12/2022
29003,ATIBAINHA,78281,1714,1781,82,25,20/12/2022
29003,ATIBAINHA,78279,1669,1734,160,35,21/12/2022
29003,ATIBAINHA,78278,1650,1714,311,150,22/12/2022
29003,ATIBAINHA,78278,1650,1714,402,150,23/12/2022
29003,ATIBAINHA,78279,1669,1734,360,158,24/12/2022
29003,ATIBAINHA,78279,1669,1734,250,250,25/12/2022
29003,ATIBAINHA,78279,1669,1734,697,250,26/12/2022
29003,ATIBAINHA,78281,1706,1773,1113,114,27/12/2022
29003,ATIBAINHA,78277,1632,1695,204,31,28/12/2022
29003,ATIBAINHA,78287,1819,1890,1967,25,29/12/2022
29003,ATIBAINHA,78300,2063,2144,2652,25,30/12/2022
29003,ATIBAINHA,78304,2139,2222,1170,25,31/12/2022
29003,ATIBAINHA,78304,2139,2222,957,25,01/01/2023
29003,ATIBAINHA,78309,2233,2320,1549,25,02/01/2023
29003,ATIBAINHA,78306,2177,2261,198,25,03/01/2023
29003,ATIBAINHA,78305,2158,2242,875,25,04/01/2023
29003,ATIBAINHA,78314,2328,2419,2599,25,05/01/2023
29003,ATIBAINHA,78321,2461,2557,1564,25,06/01/2023
29003,ATIBAINHA,78320,2442,2537,809,25,07/01/2023
29003,ATIBAINHA,78314,2328,2419,627,25,08/01/2023
29003,ATIBAINHA,78310,2252,2340,773,25,09/01/2023
29003,ATIBAINHA,78306,2177,2261,867,25,10/01/2023
29003,ATIBAINHA,78298,2026,2104,560,25,11/01/2023
29003,ATIBAINHA,78291,1894,1968,410,25,12/01/2023
29003,ATIBAINHA,78287,1819,1890,517,25,13/01/2023
29003,ATIBAINHA,78289,1856,1929,845,25,14/01/2023
29003,ATIBAINHA,78291,1894,1968,641,25,15/01/2023
29003,ATIBAINHA,78287,1819,1890,229,25,16/01/2023
29003,ATIBAINHA,78288,1837,1909,545,25,17/01/2023
29003,ATIBAINHA,78287,1819,1890,254,25,18/01/2023
29003,ATIBAINHA,78284,1762,1831,745,25,19/01/2023
29003,ATIBAINHA,78280,1688,1753,250,25,20/01/2023
29003,ATIBAINHA,78282,1725,1792,732,25,21/01/2023
29003,ATIBAINHA,78281,1706,1773,637,25,22/01/2023
29003,ATIBAINHA,78276,1604,1666,101,25,23/01/2023
29003,ATIBAINHA,78280,1688,1753,961,25,24/01/2023
29003,ATIBAINHA,78284,1762,1831,704,25,25/01/2023
29003,ATIBAINHA,78285,1781,1851,334,25,26/01/2023
29003,ATIBAINHA,78285,1781,1851,355,25,27/01/2023
29003,ATIBAINHA,78286,1800,1870,110,25,28/01/2023
29003,ATIBAINHA,78294,1950,2026,787,25,29/01/2023
29003,ATIBAINHA,78300,2063,2144,663,25,30/01/2023
29003,ATIBAINHA,78302,2101,2183,304,25,31/01/2023
29003,ATIBAINHA,78307,2195,2281,1587,25,01/02/2023
29003,ATIBAINHA,78318,2404,2498,2546,25,02/02/2023
29003,ATIBAINHA,78324,2518,2616,1893,25,03/02/2023
29003,ATIBAINHA,78321,2461,2557,953,25,04/02/2023
29003,ATIBAINHA,78314,2328,2419,333,25,05/02/2023
29003,ATIBAINHA,78308,2214,2301,763,25,06/02/2023
29003,ATIBAINHA,78303,2120,2202,797,25,07/02/2023
29003,ATIBAINHA,78306,2177,2261,1166,25,08/02/2023
29003,ATIBAINHA,78306,2177,2261,535,25,09/02/2023
29003,ATIBAINHA,78296,1988,2065,778,25,10/02/2023
29003,ATIBAINHA,78297,2007,2085,1750,25,11/02/2023
29003,ATIBAINHA,78293,1931,2007,1363,25,12/02/2023
29003,ATIBAINHA,78290,1875,1948,1034,25,13/02/2023
29003,ATIBAINHA,78289,1856,1929,578,25,14/02/2023
29003,ATIBAINHA,78289,1856,1929,445,25,15/02/2023
29003,ATIBAINHA,78287,1819,1890,280,25,16/02/2023
29003,ATIBAINHA,78292,1913,1987,450,25,17/02/2023
29003,ATIBAINHA,78298,2026,2104,886,25,18/02/2023
29003,ATIBAINHA,78305,2158,2242,869,25,19/02/2023
29003,ATIBAINHA,78317,2385,2478,1236,25,20/02/2023
29003,ATIBAINHA,78322,2480,2577,709,25,21/02/2023
29003,ATIBAINHA,78333,2690,2795,1337,25,22/02/2023
29003,ATIBAINHA,78334,2709,2815,625,25,23/02/2023
29003,ATIBAINHA,78341,2843,2954,1899,25,24/02/2023
29003,ATIBAINHA,78346,2939,3054,1429,25,25/02/2023
29003,ATIBAINHA,78344,2901,3014,545,25,26/02/2023
29003,ATIBAINHA,78343,2881,2994,324,25,27/02/2023
29003,ATIBAINHA,78340,2824,2934,569,25,28/02/2023
29003,ATIBAINHA,78345,2920,3034,1267,25,01/03/2023
29003,ATIBAINHA,78345,2920,3034,840,25,02/03/2023
29003,ATIBAINHA,78347,2958,3074,1238,25,03/03/2023
29003,ATIBAINHA,78349,2997,3113,813,25,04/03/2023
29003,ATIBAINHA,78350,3016,3133,641,25,05/03/2023
29003,ATIBAINHA,78350,3016,3133,677,25,06/03/2023
29003,ATIBAINHA,78355,3112,3234,1130,25,07/03/2023
29003,ATIBAINHA,78351,3035,3153,524,25,08/03/2023
29003,ATIBAINHA,78351,3035,3153,1474,25,09/03/2023
29003,ATIBAINHA,78350,3016,3133,690,25,10/03/2023
29003,ATIBAINHA,78353,3074,3194,1826,25,11/03/2023
29003,ATIBAINHA,78352,3055,3173,1341,25,12/03/2023
29003,ATIBAINHA,78354,3093,3214,1477,25,13/03/2023
29003,ATIBAINHA,78360,3209,3334,2125,25,14/03/2023
29003,ATIBAINHA,78360,3209,3334,1301,25,15/03/2023
29003,ATIBAINHA,78354,3093,3214,510,25,16/03/2023
29003,ATIBAINHA,78349,2997,3113,535,25,17/03/2023
29003,ATIBAINHA,78345,2920,3034,431,25,18/03/2023
29003,ATIBAINHA,78339,2805,2914,281,25,19/03/2023
29003,ATIBAINHA,78333,2690,2795,408,25,20/03/2023
29003,ATIBAINHA,78328,2594,2695,415,25,21/03/2023
29003,ATIBAINHA,78325,2537,2636,504,25,22/03/2023
29003,ATIBAINHA,78318,2404,2498,396,30,23/03/2023
29003,ATIBAINHA,78310,2252,2340,242,100,24/03/2023
29003,ATIBAINHA,78302,2101,2183,422,100,25/03/2023
29003,ATIBAINHA,78292,1913,1987,250,100,26/03/2023
29003,ATIBAINHA,78290,1875,1948,492,100,27/03/2023
29003,ATIBAINHA,78283,1744,1812,223,100,28/03/2023
29003,ATIBAINHA,78282,1725,1792,390,100,29/03/2023
29003,ATIBAINHA,78285,1781,1851,447,100,30/03/2023
29003,ATIBAINHA,78288,1837,1909,447,100,31/03/2023
29003,ATIBAINHA,78292,1913,1987,533,100,01/04/2023
29003,ATIBAINHA,78298,2026,2104,596,100,02/04/2023
29003,ATIBAINHA,78302,2101,2183,153,100,03/04/2023
29003,ATIBAINHA,78308,2214,2301,399,100,04/04/2023
29003,ATIBAINHA,78313,2309,2399,328,104,05/04/2023
29003,ATIBAINHA,78316,2366,2458,383,150,06/04/2023
